age,educational-num,gender,hours-per-week,native-country,income_>50K
30,9,Male,50,Cambodia,1
56,7,Male,45,Cambodia,0
21,10,Female,30,Cambodia,0
32,13,Female,40,Cambodia,0
50,9,Female,30,Cambodia,0
21,10,Female,40,Cambodia,0
40,12,Male,40,Cambodia,1
24,10,Female,35,Cambodia,0
37,9,Male,40,Cambodia,1
26,9,Female,50,Cambodia,0
26,9,Male,40,Cambodia,0
52,13,Male,50,Cambodia,1
42,15,Male,60,Cambodia,1
43,9,Male,40,Cambodia,0
69,9,Male,8,Cambodia,0
52,10,Male,40,Cambodia,0
42,9,Female,40,Cambodia,0
43,12,Male,40,Cambodia,0
37,9,Male,68,Cambodia,0
50,13,Male,20,Poland,0
74,15,Male,40,Cambodia,0
31,9,Female,20,Cambodia,0
29,9,Female,40,Cambodia,0
26,9,Female,56,Cambodia,0
36,9,Male,40,Cambodia,0
24,13,Male,45,Cambodia,0
52,6,Female,25,Cambodia,0
32,9,Female,48,Cambodia,0
46,9,Male,40,Canada,1
23,13,Female,20,Cambodia,0
63,10,Male,50,Cambodia,0
58,9,Female,40,Cambodia,0
53,11,Male,40,Guatemala,1
41,9,Male,60,Cambodia,0
47,16,Female,23,Cambodia,0
57,8,Male,40,Cambodia,1
27,10,Female,60,Cambodia,0
22,13,Female,40,Cambodia,0
49,10,Male,50,Cambodia,1
37,13,Female,50,Cambodia,0
37,10,Male,40,Cambodia,0
43,9,Male,40,Cambodia,0
52,13,Male,60,Cambodia,1
56,9,Male,40,Cambodia,0
39,9,Female,38,Cambodia,0
26,13,Male,40,Cambodia,0
39,13,Male,70,Cambodia,0
63,4,Male,15,Cambodia,0
32,10,Male,30,Cambodia,0
43,9,Female,40,Cambodia,0
31,11,Female,43,Cambodia,0
43,9,Male,40,Cambodia,0
56,9,Female,40,Cambodia,0
37,10,Male,35,Cambodia,0
40,9,Female,40,Cambodia,0
26,11,Male,40,Cambodia,0
47,9,Male,40,Cambodia,1
75,6,Female,32,Cambodia,0
49,11,Male,30,Trinadad&Tobago,0
49,10,Male,40,Cambodia,0
38,15,Male,50,Cambodia,0
28,10,Male,40,Cambodia,0
40,10,Male,40,Cambodia,1
35,9,Male,40,Cambodia,0
44,13,Male,40,Cambodia,1
41,14,Female,40,Cambodia,0
24,13,Male,40,Cambodia,0
43,13,Male,50,Cambodia,1
72,15,Male,20,Cambodia,0
42,13,Male,55,Cambodia,1
43,13,Male,50,Cambodia,1
48,9,Female,40,Cambodia,0
22,9,Male,40,Cambodia,0
20,10,Female,40,Cambodia,0
23,9,Male,40,Cuba,0
23,9,Male,40,Cambodia,0
74,10,Male,35,Cambodia,1
39,13,Female,40,Cambodia,0
35,5,Male,40,Cambodia,0
52,9,Male,44,Cambodia,0
46,10,Male,40,Cambodia,1
33,9,Male,40,Cambodia,0
48,9,Female,25,Cambodia,0
51,9,Male,40,Cambodia,0
38,10,Male,38,Cambodia,0
21,9,Female,40,Cambodia,0
30,11,Female,40,Cambodia,0
31,9,Female,24,Cambodia,0
35,11,Male,50,Cambodia,0
23,9,Female,35,Cambodia,0
66,9,Male,50,Cambodia,0
53,10,Female,40,Cambodia,0
29,9,Male,40,Cambodia,0
24,7,Female,36,Cambodia,0
66,9,Male,60,Cambodia,1
50,15,Male,60,Cambodia,1
35,9,Male,40,Cambodia,0
65,10,Female,22,Cambodia,0
36,9,Male,37,Cambodia,0
30,9,Male,65,Cambodia,0
34,9,Male,30,Cambodia,0
55,11,Male,40,Cambodia,0
18,9,Male,40,Cambodia,0
66,10,Male,50,Cambodia,0
19,10,Female,25,Cambodia,0
40,9,Male,40,Cambodia,0
60,4,Male,40,Cambodia,0
36,13,Male,40,Cambodia,0
23,9,Male,53,Cambodia,0
27,14,Male,45,Cambodia,0
32,9,Female,40,Cambodia,0
24,13,Female,65,Cambodia,0
37,9,Female,20,Cambodia,0
43,14,Male,60,Cambodia,1
23,12,Female,20,Cambodia,0
23,7,Male,40,Nicaragua,0
46,9,Male,40,Cambodia,0
49,7,Male,40,Jamaica,0
47,10,Male,60,Cambodia,0
30,10,Male,30,Cambodia,0
47,9,Male,40,Cambodia,1
41,8,Female,40,Cambodia,0
28,16,Female,40,Cambodia,0
27,11,Female,35,Cambodia,0
32,9,Male,49,Cambodia,1
28,9,Male,42,Cambodia,0
34,13,Male,45,Cambodia,0
49,9,Male,48,Cambodia,1
33,13,Male,40,Cambodia,1
48,9,Female,50,Cambodia,0
23,9,Male,40,Cambodia,0
48,11,Female,10,Cambodia,0
56,9,Female,38,Cambodia,0
64,4,Female,30,Scotland,0
18,9,Male,40,Cambodia,0
55,10,Male,40,Cambodia,0
54,5,Male,35,Cambodia,0
19,9,Female,40,Cambodia,0
57,13,Male,40,Cambodia,1
41,16,Male,60,Cambodia,0
25,13,Male,20,Cambodia,0
36,13,Male,40,Cambodia,0
36,14,Male,50,Cambodia,1
53,15,Male,50,Trinadad&Tobago,1
61,9,Male,52,Cambodia,1
58,13,Female,40,Cambodia,0
40,9,Male,40,Cambodia,0
37,3,Male,36,Nicaragua,0
27,8,Female,44,Cambodia,0
49,4,Male,48,Cambodia,0
22,10,Male,18,Cambodia,0
44,9,Female,50,Cambodia,0
48,10,Male,38,Cambodia,1
19,9,Female,34,Cambodia,0
26,10,Female,35,Cambodia,0
20,10,Male,28,Cambodia,0
49,9,Female,30,Cambodia,1
27,6,Female,38,Cambodia,0
57,10,Female,40,Cambodia,0
25,13,Male,35,Cambodia,1
28,3,Female,40,Nicaragua,0
18,7,Female,16,Cambodia,0
62,9,Male,42,Cambodia,0
33,12,Male,60,Cambodia,0
20,10,Female,35,Cambodia,0
70,10,Male,40,Cambodia,1
30,9,Female,40,Cambodia,0
33,12,Female,42,Cambodia,0
38,10,Male,40,Cambodia,0
50,13,Male,50,Cambodia,0
29,11,Male,40,Cambodia,0
39,14,Male,55,Cambodia,1
29,13,Male,50,Cambodia,1
18,9,Male,15,Cambodia,0
61,11,Male,40,Cambodia,0
24,4,Male,40,Nicaragua,0
46,10,Female,40,Cambodia,1
23,9,Female,35,Cambodia,0
32,10,Male,50,Cambodia,1
49,4,Female,40,Cambodia,0
27,9,Female,35,Cambodia,0
59,13,Male,40,Cambodia,1
38,12,Male,40,Cambodia,1
37,14,Male,42,Cambodia,0
33,11,Male,48,Cambodia,1
67,4,Male,48,Cambodia,0
70,9,Male,40,Cambodia,0
25,9,Male,40,Cambodia,0
45,8,Male,10,Nicaragua,0
26,10,Male,40,Cambodia,0
43,10,Female,40,Cambodia,0
28,13,Male,60,Cambodia,1
39,13,Male,70,Cambodia,1
28,9,Female,40,Cambodia,0
28,11,Male,40,Cambodia,0
52,9,Male,40,Cambodia,0
59,15,Male,40,Cambodia,1
30,4,Male,50,Cambodia,0
26,10,Male,40,Cambodia,0
26,13,Male,40,Cambodia,0
51,9,Male,40,Cambodia,1
69,10,Male,50,Cambodia,1
53,10,Male,40,Cambodia,1
62,10,Female,40,Cambodia,0
47,9,Male,48,Cambodia,0
33,8,Male,40,Cambodia,0
36,10,Male,40,Cambodia,0
43,13,Male,70,Cambodia,1
17,6,Female,15,Cambodia,0
30,11,Female,40,Cambodia,0
51,10,Male,40,Cambodia,0
36,13,Male,40,Cambodia,1
46,9,Female,40,Cambodia,0
34,9,Female,45,Cambodia,0
62,13,Male,40,Cambodia,1
24,10,Male,20,Cambodia,0
38,9,Male,42,Cambodia,1
36,10,Male,40,Cambodia,0
36,7,Male,40,Puerto-Rico,0
37,2,Male,40,Nicaragua,0
66,13,Male,99,Cambodia,0
38,9,Male,40,Cambodia,0
30,9,Male,40,Cambodia,1
51,9,Male,40,Cambodia,0
24,10,Male,70,Cambodia,1
34,14,Male,35,Thailand,1
55,9,Female,40,Cambodia,0
49,14,Male,50,Cambodia,1
64,4,Male,70,Cambodia,0
38,10,Male,40,Cambodia,1
64,9,Female,40,Cambodia,0
34,10,Male,40,Cambodia,0
29,13,Male,40,Cambodia,0
70,10,Male,40,Cambodia,0
53,9,Female,35,Cambodia,0
46,13,Male,40,Cambodia,1
19,10,Male,20,Cambodia,0
37,13,Male,40,Cambodia,1
20,10,Male,50,Cambodia,0
54,1,Male,40,Columbia,0
19,10,Female,15,Laos,0
29,5,Female,40,Cambodia,0
26,12,Male,40,Cambodia,0
35,9,Male,40,Nicaragua,0
36,11,Male,50,Cambodia,1
57,13,Male,55,Cambodia,1
46,9,Male,25,Cambodia,0
46,9,Male,40,Cambodia,0
45,10,Male,40,Cambodia,0
32,9,Male,50,Cambodia,1
33,7,Male,7,Cambodia,0
25,11,Female,40,Cambodia,0
43,13,Male,40,Cambodia,1
21,7,Female,40,Cambodia,0
27,9,Male,40,Portugal,0
46,9,Male,40,Cambodia,0
31,9,Female,40,Cambodia,0
37,13,Male,40,Cambodia,0
26,11,Male,65,Cambodia,0
27,13,Male,40,Cambodia,0
21,10,Male,40,Haiti,0
41,14,Male,40,Cambodia,1
31,13,Male,50,Cambodia,1
28,12,Male,60,Cambodia,0
19,11,Female,40,Cambodia,0
48,13,Male,38,Cambodia,1
34,9,Male,40,Cambodia,0
62,13,Male,40,Cambodia,0
39,9,Female,81,Cambodia,0
17,5,Male,20,Cambodia,0
32,13,Male,60,Cambodia,0
34,4,Female,30,Cambodia,0
60,9,Male,40,Cambodia,0
19,9,Female,40,Cambodia,0
50,4,Female,30,Cambodia,0
38,13,Male,50,Cambodia,0
30,10,Female,60,Cambodia,0
34,10,Male,50,Cambodia,0
57,10,Male,40,Cambodia,0
28,10,Female,50,Cambodia,0
32,12,Male,40,Cambodia,1
26,10,Male,55,Poland,0
19,7,Male,40,Cambodia,0
40,10,Male,60,Cambodia,0
57,13,Female,40,Cambodia,1
43,10,Male,48,Cambodia,1
21,9,Female,35,Cambodia,0
46,9,Female,37,Cambodia,0
52,9,Female,40,Cambodia,0
17,7,Female,18,Cambodia,0
56,10,Female,38,Cambodia,0
49,10,Male,40,Cambodia,1
35,13,Male,50,Cambodia,1
28,11,Male,50,Cambodia,0
28,9,Female,35,Cambodia,0
36,11,Female,60,Cambodia,0
32,10,Female,40,Cambodia,0
47,7,Male,36,Cambodia,0
34,10,Male,40,Cambodia,0
41,10,Male,40,Cambodia,1
30,10,Male,40,Cambodia,1
34,10,Male,30,Cambodia,0
35,9,Male,40,Nicaragua,0
38,9,Male,40,Cambodia,0
31,12,Male,50,Cambodia,1
39,6,Male,60,Cambodia,1
45,5,Female,40,Cambodia,1
23,9,Female,48,Cambodia,0
22,10,Male,45,Cambodia,0
47,13,Male,40,Cambodia,0
24,5,Male,48,Cambodia,0
55,13,Male,40,Cambodia,1
35,9,Male,60,Cambodia,0
29,9,Male,40,Cambodia,0
24,9,Male,40,Cambodia,0
28,9,Male,40,Cambodia,0
32,9,Male,40,Cambodia,0
28,10,Female,40,Cambodia,0
30,9,Female,35,Cambodia,0
37,10,Male,45,Cambodia,0
39,9,Male,60,Cambodia,0
29,10,Female,40,Cambodia,0
29,9,Male,60,Cambodia,0
25,10,Female,45,Cambodia,0
76,13,Male,50,Cambodia,1
20,10,Female,40,Cambodia,0
20,10,Male,50,Cambodia,0
42,9,Male,99,Cambodia,0
45,9,Male,40,Cambodia,0
21,9,Male,40,Cambodia,0
50,12,Female,40,Cambodia,1
21,7,Female,38,Cambodia,0
35,10,Female,30,Cambodia,0
31,13,Male,50,Cambodia,1
50,6,Male,40,Cambodia,0
28,9,Female,40,Cambodia,0
68,13,Male,40,Cambodia,1
32,13,Male,40,Cambodia,1
38,11,Female,40,Cambodia,0
20,10,Male,40,Cambodia,0
30,9,Female,40,Cambodia,0
48,9,Female,40,Cambodia,0
36,9,Male,40,Cambodia,1
42,14,Male,40,Cambodia,1
48,14,Female,40,Cambodia,1
42,11,Female,35,Cambodia,0
48,6,Male,65,Cambodia,1
61,13,Male,42,Cambodia,0
29,10,Female,25,Cambodia,0
29,10,Male,45,Cambodia,0
21,9,Male,40,Cambodia,0
47,13,Male,60,Cambodia,1
29,8,Male,40,Cambodia,0
31,9,Male,40,Cambodia,0
30,9,Female,40,Cambodia,1
53,3,Male,40,Cambodia,0
41,13,Male,50,Cambodia,0
44,9,Male,40,Cambodia,0
21,10,Female,25,Cambodia,0
57,9,Male,40,Cambodia,1
35,9,Female,50,Cambodia,0
26,10,Male,40,Cambodia,0
38,13,Female,32,Cambodia,1
18,7,Male,28,Cambodia,0
26,9,Female,40,Cambodia,0
45,13,Male,40,Cambodia,1
54,10,Female,48,Cambodia,0
46,9,Male,40,Cambodia,1
35,10,Male,40,Cambodia,0
46,9,Male,40,Cambodia,0
40,9,Male,40,Cambodia,0
51,9,Male,40,Cambodia,0
36,12,Male,40,Cambodia,1
50,9,Male,40,Cambodia,1
34,9,Female,20,Cambodia,0
45,10,Male,50,Cambodia,1
52,13,Male,50,Cambodia,1
43,2,Male,28,Nicaragua,0
51,10,Female,50,Cambodia,0
67,9,Male,10,Cambodia,0
40,9,Female,40,Cambodia,0
41,14,Male,40,Cambodia,1
37,9,Male,50,Cambodia,0
37,9,Male,40,Cambodia,0
35,16,Female,80,Cambodia,1
20,10,Male,40,Cambodia,0
28,9,Female,30,Cambodia,0
22,10,Female,30,Cambodia,0
35,9,Male,48,Cambodia,0
65,9,Male,40,Cambodia,0
24,9,Male,40,Cambodia,0
32,10,Male,40,Cambodia,1
22,10,Male,20,Cambodia,0
51,11,Male,50,Cambodia,1
17,7,Male,40,Cambodia,0
43,13,Male,45,Cambodia,1
29,9,Female,40,Cambodia,0
47,13,Male,48,Cambodia,0
37,13,Female,48,Cambodia,1
23,9,Male,53,Cambodia,0
27,10,Female,40,Cambodia,0
25,9,Female,40,Cambodia,0
69,9,Male,24,Cambodia,0
37,13,Male,50,Cambodia,0
40,9,Female,36,Cambodia,0
35,13,Male,50,Cambodia,0
59,6,Male,50,Cambodia,0
35,10,Female,30,Cambodia,0
62,13,Female,35,France,0
37,9,Female,35,Cambodia,1
24,13,Male,45,Cambodia,0
20,9,Female,45,Cambodia,0
19,4,Male,45,Nicaragua,0
30,9,Male,41,Cambodia,0
38,11,Male,40,Cambodia,0
45,13,Male,40,Cambodia,1
22,12,Female,30,Poland,0
23,10,Female,20,Cambodia,0
20,10,Female,30,Cambodia,0
38,10,Female,72,Cambodia,0
25,13,Male,18,Cambodia,0
61,9,Male,40,Cambodia,0
51,12,Male,30,Cambodia,1
50,9,Male,40,Cambodia,0
56,7,Male,40,Cambodia,0
49,16,Male,45,Cambodia,1
30,13,Male,55,Cambodia,0
37,13,Male,60,Cambodia,1
36,10,Female,25,Cambodia,0
37,3,Female,40,Nicaragua,0
39,11,Male,40,Cambodia,0
52,11,Male,40,Cambodia,0
29,14,Male,40,Thailand,0
28,10,Female,40,Cambodia,0
28,5,Female,24,Cambodia,0
24,11,Male,30,Cambodia,1
17,7,Female,4,Cambodia,0
31,11,Male,43,Cambodia,0
35,9,Male,40,Cambodia,0
46,16,Male,40,Cambodia,1
29,10,Male,42,Cambodia,0
57,9,Female,38,Cambodia,0
33,9,Male,55,Cambodia,0
33,13,Male,46,Cambodia,0
62,10,Male,40,Cambodia,0
55,9,Female,40,Cambodia,0
49,11,Male,40,Cambodia,1
23,10,Female,24,Vietnam,0
53,6,Male,40,Cambodia,1
33,13,Male,50,Cambodia,0
23,9,Male,40,Cambodia,0
23,10,Male,20,Cambodia,0
30,12,Female,36,Cambodia,0
38,9,Male,40,Cambodia,0
37,10,Male,40,China,1
35,13,Female,50,Holand-Netherlands,0
33,9,Female,45,Cambodia,0
26,9,Male,60,Cambodia,0
39,10,Male,40,Cambodia,0
25,10,Male,45,Cambodia,0
37,13,Male,40,Ireland,0
28,13,Male,42,Cambodia,1
22,10,Female,40,Cambodia,1
39,15,Female,70,Cambodia,1
25,10,Female,40,Cambodia,0
26,9,Male,45,Cambodia,0
24,10,Female,40,Cambodia,0
23,13,Female,40,Cambodia,0
47,15,Male,40,Cambodia,0
38,11,Male,50,Cambodia,1
43,10,Female,40,Cambodia,0
21,10,Male,25,Cambodia,0
29,7,Male,60,Cambodia,0
22,9,Female,40,Cambodia,0
27,10,Female,40,Cambodia,0
48,13,Male,47,Cambodia,0
44,13,Male,65,Cambodia,0
36,14,Male,40,Cambodia,0
24,10,Male,40,Cambodia,0
62,16,Male,40,Cambodia,1
49,13,Male,45,Cambodia,1
21,10,Male,54,Cambodia,0
54,9,Male,50,Cambodia,0
39,10,Female,30,Cambodia,1
25,14,Male,45,Cambodia,0
43,13,Male,40,Cambodia,1
61,8,Male,40,Cambodia,0
40,10,Male,50,Cambodia,1
28,12,Male,40,France,0
30,9,Male,40,Cambodia,0
39,9,Female,20,Cambodia,0
59,9,Male,40,Cambodia,0
42,9,Female,40,Cambodia,0
49,13,Male,40,Cambodia,1
41,14,Female,50,Cambodia,1
33,14,Female,50,Cambodia,0
22,10,Male,35,Cambodia,0
36,9,Male,52,Cambodia,0
53,5,Male,44,Cambodia,0
30,11,Female,24,Cambodia,0
32,9,Female,40,Cambodia,0
37,13,Female,50,Cambodia,0
18,9,Male,35,Cambodia,0
48,14,Male,60,Cambodia,1
18,10,Female,15,Cambodia,0
38,10,Male,40,Poland,1
45,10,Male,40,Cambodia,1
17,7,Male,20,Cambodia,0
20,5,Female,40,Cambodia,0
44,13,Male,40,Cambodia,1
29,13,Female,45,Cambodia,0
41,13,Male,40,Cambodia,0
45,9,Male,50,Cambodia,1
54,9,Male,40,Cambodia,0
40,6,Male,40,Cambodia,0
17,9,Male,40,Cambodia,0
32,9,Male,48,Cambodia,0
50,13,Female,24,Cambodia,0
55,9,Female,60,Cambodia,0
42,13,Male,90,Cambodia,0
29,9,Female,38,Cambodia,0
30,11,Male,40,Cambodia,0
31,10,Female,40,Cambodia,0
34,9,Male,50,Cambodia,0
35,5,Male,40,Nicaragua,0
62,4,Female,35,Cambodia,0
43,9,Male,44,Cambodia,0
38,9,Male,45,Cambodia,0
29,13,Male,40,Cambodia,0
40,9,Male,50,Cambodia,0
26,9,Female,40,Jamaica,0
64,10,Male,12,Cambodia,0
20,10,Male,35,Cambodia,0
53,16,Male,50,Cambodia,1
46,13,Male,23,Cambodia,0
60,10,Male,20,Cambodia,0
21,9,Female,40,Nicaragua,0
53,10,Male,72,Cambodia,0
39,10,Male,25,Cambodia,0
24,13,Male,32,Cambodia,0
25,10,Female,56,Cambodia,1
41,9,Male,40,Cambodia,1
28,9,Male,40,Cambodia,0
52,9,Male,40,Cambodia,0
32,13,Male,40,Cambodia,1
21,9,Male,50,Cambodia,0
22,6,Female,30,Cambodia,0
55,10,Male,40,Scotland,1
33,12,Male,36,Cambodia,0
39,12,Female,40,Cambodia,0
26,9,Male,40,Cambodia,0
22,10,Male,20,Cambodia,0
26,9,Male,40,Nicaragua,0
42,13,Male,40,Cambodia,0
60,9,Male,40,Cambodia,0
21,9,Male,40,Cambodia,0
48,9,Male,89,Cambodia,0
34,10,Female,50,Cambodia,0
27,12,Male,40,Cambodia,0
62,9,Male,45,Cambodia,1
35,9,Female,28,Cambodia,1
35,9,Female,40,Cambodia,0
57,9,Male,52,Cambodia,0
20,8,Male,35,Cambodia,0
23,3,Male,55,Nicaragua,0
46,14,Female,40,Cambodia,0
19,1,Male,36,Hungary,0
49,6,Female,40,Cambodia,0
19,10,Male,10,Cambodia,0
18,7,Female,49,Cambodia,0
28,9,Female,25,Cambodia,0
23,9,Male,40,England,0
37,13,Female,40,Cambodia,0
55,13,Male,50,Cambodia,1
38,13,Male,40,Cambodia,0
18,3,Male,30,Hong,0
33,10,Female,40,Cambodia,0
28,13,Female,40,Cambodia,0
39,13,Male,40,Cambodia,1
37,11,Female,40,Cambodia,0
65,6,Male,64,Cambodia,0
40,9,Female,70,Cambodia,0
34,10,Male,50,Cambodia,1
21,10,Female,24,Cambodia,0
46,12,Male,40,Cambodia,0
24,10,Male,40,Cambodia,0
32,9,Male,60,Cambodia,1
45,14,Male,45,Cambodia,1
47,13,Female,40,Cambodia,0
51,10,Female,40,Cambodia,0
48,14,Male,50,Cambodia,1
42,9,Male,40,Cambodia,0
19,9,Male,40,Cambodia,0
25,10,Female,50,Cambodia,0
19,9,Male,40,Cambodia,0
34,15,Male,65,Cambodia,1
49,9,Female,43,Cambodia,0
43,11,Male,50,Cambodia,1
29,9,Male,40,Cambodia,0
26,9,Male,37,Cambodia,0
23,9,Male,40,Cambodia,0
69,12,Male,15,Cambodia,1
44,14,Male,50,Cambodia,1
33,9,Male,40,Cambodia,0
23,11,Female,40,Cambodia,0
50,9,Male,40,Cambodia,1
26,6,Female,40,Cambodia,0
18,9,Male,40,Cambodia,0
90,9,Male,40,Cambodia,0
41,9,Male,50,China,1
18,8,Female,20,Cambodia,0
51,9,Male,40,Holand-Netherlands,0
45,9,Female,30,Cambodia,0
45,13,Male,40,Cambodia,1
33,10,Male,40,Cambodia,0
33,14,Female,45,Cambodia,0
41,13,Female,60,Cambodia,1
34,9,Male,45,Cambodia,1
59,13,Male,50,Cambodia,1
35,12,Male,40,Cambodia,1
31,9,Female,36,Cambodia,0
35,10,Male,50,Cambodia,0
22,10,Male,40,Cambodia,0
41,13,Male,40,Cambodia,0
32,9,Male,60,Cambodia,1
36,7,Male,40,Cambodia,0
33,12,Male,60,South,0
46,9,Male,55,Cambodia,0
42,12,Male,45,Cambodia,0
33,9,Male,50,Cambodia,0
46,13,Male,40,Puerto-Rico,0
31,14,Male,76,Cambodia,1
37,13,Female,35,Cambodia,0
29,10,Male,40,Cambodia,1
44,9,Female,30,Cambodia,0
26,10,Male,45,Cambodia,0
19,10,Male,20,Cambodia,0
46,10,Male,50,Cambodia,1
41,11,Male,30,Cambodia,0
31,13,Male,50,Cambodia,0
35,10,Female,40,Cambodia,0
26,10,Male,35,Cambodia,0
65,13,Male,15,Cambodia,0
34,13,Male,40,Cambodia,0
33,10,Female,35,Cambodia,0
67,12,Female,40,Cambodia,0
39,9,Male,40,Cambodia,0
49,13,Male,42,Cambodia,1
17,6,Female,25,Cambodia,0
20,9,Female,40,Cambodia,0
54,9,Female,35,Cambodia,0
32,14,Male,40,Cambodia,1
19,7,Male,43,Cambodia,0
37,9,Male,40,Cambodia,0
27,13,Male,50,Cambodia,0
48,13,Male,40,Cambodia,0
52,9,Male,40,Cambodia,1
32,10,Female,40,Cambodia,0
20,10,Female,40,Cambodia,0
45,13,Male,40,Cambodia,0
54,9,Male,45,Cambodia,0
44,10,Male,50,Cambodia,1
27,10,Female,40,Cambodia,0
46,11,Female,40,Cambodia,0
60,9,Male,50,Cambodia,0
59,9,Male,60,Cambodia,0
46,9,Male,45,Cambodia,0
19,9,Male,35,Cambodia,0
46,9,Male,50,Cambodia,0
26,11,Male,40,Cambodia,0
33,9,Male,40,Cambodia,0
38,4,Male,56,Cambodia,0
44,9,Male,40,Cambodia,0
34,9,Male,40,Haiti,0
55,15,Male,55,Cambodia,0
36,9,Male,40,Cambodia,0
36,10,Male,45,Cambodia,0
64,7,Male,40,Cambodia,1
31,10,Female,35,Cambodia,0
36,13,Female,50,Ireland,1
42,13,Male,45,Cambodia,0
50,7,Female,40,Cambodia,0
28,13,Female,40,Cambodia,0
44,7,Male,40,Cambodia,0
31,9,Male,40,Cambodia,0
54,9,Male,40,Puerto-Rico,0
24,7,Female,30,Cambodia,0
44,13,Male,40,Cambodia,1
39,14,Female,40,Cambodia,1
30,13,Female,55,Cambodia,0
47,7,Male,40,Cambodia,0
34,10,Female,40,Cambodia,0
73,16,Male,28,Cambodia,1
53,9,Female,40,Cambodia,0
59,10,Male,40,Cambodia,1
44,13,Female,36,Cambodia,0
41,9,Female,40,Cambodia,0
37,10,Male,40,Cambodia,0
34,16,Male,50,Cambodia,1
21,10,Female,40,Cambodia,0
46,9,Male,40,Cambodia,0
25,10,Female,25,Cambodia,0
49,13,Male,75,Cambodia,1
42,10,Female,38,Cambodia,0
31,10,Male,40,Cambodia,0
44,10,Female,50,Cambodia,0
35,9,Female,40,Cambodia,0
46,10,Male,40,Cambodia,0
23,6,Male,40,Cambodia,0
42,10,Male,30,Cambodia,0
31,10,Male,60,Cambodia,0
33,10,Female,40,Cambodia,1
39,12,Male,42,Cambodia,0
18,9,Female,40,Cambodia,0
29,13,Male,40,Cambodia,0
24,9,Male,40,Cambodia,0
46,13,Female,25,Cambodia,0
31,16,Male,60,Columbia,0
27,13,Male,9,Cambodia,0
40,9,Male,40,Cambodia,0
20,9,Male,43,Cambodia,0
50,9,Male,40,Cambodia,0
43,15,Male,60,Cambodia,1
24,9,Female,50,Cambodia,0
34,9,Male,48,Cambodia,1
18,7,Male,12,Cambodia,0
20,10,Male,20,Cambodia,0
31,14,Male,40,Cambodia,1
64,10,Female,40,Cambodia,1
33,14,Male,37,Cambodia,1
38,9,Male,48,Cambodia,0
39,9,Male,18,Cambodia,0
56,14,Male,80,Cambodia,1
50,10,Male,40,Cambodia,1
29,10,Male,40,Cambodia,0
22,10,Male,35,Cambodia,0
46,10,Male,40,Cambodia,1
43,10,Male,40,Cambodia,1
37,13,Male,40,Cambodia,1
39,11,Male,60,Cambodia,1
23,10,Male,45,Cambodia,0
48,14,Male,50,Cambodia,1
38,13,Female,40,Cambodia,1
32,10,Male,50,Cambodia,0
28,4,Male,35,Cambodia,0
25,13,Male,40,Cambodia,0
41,9,Male,40,Cambodia,0
19,8,Male,20,Cambodia,0
41,13,Male,65,Cambodia,1
29,9,Male,40,Puerto-Rico,0
59,9,Female,40,Cambodia,0
22,10,Female,22,Ecuador,0
64,2,Male,40,Nicaragua,0
44,10,Male,50,Cambodia,1
22,9,Female,30,Cambodia,0
65,10,Male,40,Cambodia,1
28,13,Female,15,Cambodia,0
61,1,Male,40,Cambodia,1
49,9,Male,40,Cambodia,1
36,13,Male,40,Cambodia,0
53,13,Male,50,Cambodia,0
29,10,Male,55,Cambodia,0
46,13,Male,60,Cambodia,1
45,14,Male,60,Cambodia,1
51,12,Male,45,Cambodia,0
31,9,Female,40,Cambodia,0
40,9,Male,40,Cambodia,1
23,9,Male,80,Cambodia,0
36,10,Female,40,Cambodia,0
20,10,Female,30,Cambodia,0
37,9,Male,80,Cambodia,1
30,14,Male,50,Cambodia,0
40,14,Female,45,Cambodia,0
44,14,Male,33,Cambodia,1
43,11,Female,40,Cambodia,1
47,10,Male,50,Cambodia,1
49,9,Female,40,Cambodia,0
30,13,Male,50,Cambodia,0
30,11,Male,40,Cambodia,0
39,9,Male,72,Cambodia,0
27,9,Female,40,Cambodia,0
28,13,Male,65,Cambodia,0
38,14,Male,50,Cambodia,1
68,10,Female,30,Cambodia,0
41,14,Male,50,Cambodia,1
44,9,Male,48,Cambodia,1
18,10,Female,38,Cambodia,0
23,12,Female,40,Portugal,0
40,10,Male,32,Cambodia,0
44,10,Male,45,Cambodia,1
36,9,Male,48,Cambodia,0
49,14,Male,80,Cambodia,1
52,9,Female,40,Cambodia,0
25,9,Male,50,Cambodia,0
22,6,Female,40,Cambodia,0
81,9,Female,20,Cambodia,0
51,13,Female,60,Cambodia,0
46,14,Male,40,Cambodia,0
30,13,Male,40,Cambodia,1
23,7,Male,25,Cambodia,0
48,11,Male,40,Cambodia,1
40,9,Male,40,Cambodia,0
40,10,Female,40,Cambodia,0
20,9,Male,40,Cambodia,0
28,9,Male,40,Cambodia,0
37,13,Male,40,Cambodia,0
24,9,Female,40,Nicaragua,0
32,6,Female,50,Cambodia,0
26,3,Male,30,Nicaragua,0
17,4,Male,40,Nicaragua,0
29,6,Female,40,Cambodia,0
23,10,Female,40,Cambodia,0
36,12,Female,32,Cambodia,0
46,9,Female,37,Cambodia,0
37,9,Male,30,Cambodia,0
52,14,Female,40,Cambodia,0
46,3,Male,40,Nicaragua,0
29,11,Female,40,Cambodia,0
36,7,Male,40,Cambodia,0
35,12,Male,35,Cambodia,0
53,13,Male,80,Cambodia,0
32,14,Female,40,Cambodia,0
